pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,coef_10,mean,std
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,1.6,1.25,0.3,78194739.88321044,-219788020.87653416,198424463.84537265,-2646262.6148269847,-106402112.2809485,59436224.70009938,2936925.23519648,-14750583.615389004,6171078.105593194,-1112437.3168283398,77364.19196664372,0.5,0.043601825926783695
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,1.6,1.25,0.4,121843154.62063746,-332781562.3055818,285054337.0496215,16315076.949800046,-169242315.24317095,87949902.35703023,7071976.821796343,-22899777.379826404,9225753.922294097,-1619074.411312887,109579.49035966849,0.5,0.04572772522389356
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,1.6,1.5,0.1,134580290.43442014,-390827974.56523615,348164901.36515564,5100728.709607964,-150796294.57048002,7753953.852629432,98508834.08869503,-73070635.01413114,24111414.533829886,-3918329.882569089,254272.53261629937,0.5,0.03401819787212239
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,1.6,1.5,0.2,336205735.38627523,-948677101.2802887,929849304.4893383,-246744366.29454872,-121826520.07732321,-24620313.6086474,162518537.0804725,-116457982.82145338,38726984.521189086,-6448950.016854812,435528.7988772445,0.5,0.0361054457390357
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,1.6,1.5,0.3,27100120.0472736,1797664.487635625,-174981194.49176955,281409273.3622389,-161145220.66450268,3237204.2672923184,35112239.91317891,-12585428.404305318,-156815.55337620847,807555.8673057929,-114133.86797134682,0.5,0.03789413943862626
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,1.6,1.5,0.4,152934832.65014955,-431270882.13089347,405480868.4137435,-68312132.80532672,-96103163.86519103,970470.4534806565,79542990.38215075,-58748466.44994063,19532438.53485121,-3222566.7755807075,214344.6434432222,0.5,0.03928302738769099
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.5,0.1,122382.62132489934,75721.82645000819,-937854.0025549299,1106774.3188956557,113890.61268515978,-1140942.6863808525,999314.150860482,-425048.77319909947,98783.92936062845,-11953.809487971506,584.3903571362121,0.5,0.07582120933234934
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.5,0.2,-403329.2883298863,1970213.9446335402,-3788307.286768793,3478603.3199716494,-1152209.6928072197,-627489.2885255201,818059.3439320636,-374555.4635172275,90332.73905240212,-11406.9723030591,595.2922544294561,0.5,0.08354151304421475
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.5,0.3,-122999.9872894102,603942.7970972508,-917795.2928620267,82183.20907976234,1323461.4179765051,-1764783.9159302902,1137442.4801297148,-422573.2844470138,92017.45715473845,-10919.391812661319,545.4497869797037,0.5,0.08478190681039201
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.5,0.4,3026814.705546345,-15131629.122762624,33492142.048383,-43186573.694365725,35880512.01837457,-20031577.90247628,7591450.165512117,-1923230.41303516,311068.7181556327,-28972.415067842176,1179.668357870952,0.5,0.09138942931617025
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.75,0.1,5435948.105333982,-14309066.012856638,11319245.215348171,1122124.0707521026,-5371792.975548962,883693.0639017987,2057147.689802481,-1473070.7843735942,434753.74586607015,-60769.99308154183,3240.710329268959,0.5,0.05912279030106812
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.75,0.2,1419725.393444202,-2634892.0159933604,-602789.1997826059,4265435.574395759,-2241175.081352748,-1860528.8272397048,2777729.7290135785,-1449912.505812596,390390.66241478425,-54138.51292596464,3059.3361556091054,0.5,0.06435532748340245
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.75,0.3,848011.9090684603,-1709563.6363686244,201289.07414320554,1577199.5094597833,-472015.02225338214,-1478068.6533322912,1655355.516001845,-789232.6411409944,198980.85005321348,-25881.993535968297,1363.6414681307417,0.5,0.06628443776821147
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,0.75,0.4,-222425.83453442698,999445.8121037874,-1863449.9185423006,1788710.753949955,-904923.9804747087,249918.71402594674,-98276.71977842296,79035.41455698186,-36168.27381002562,7636.657548834079,-608.5478236516103,0.5,0.07064533024505436
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.0,0.1,19241917.76345995,-49400074.45835186,35796485.56282371,10321238.355846599,-23751250.123541187,4028304.654159218,8713058.491387414,-6542252.080873445,2050842.5072339908,-311431.2713423159,18686.088808326065,0.5,0.04848348671600662
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.0,0.2,17313681.66889074,-46051565.537532575,37570337.54685943,2821782.4362027645,-19160055.124747507,6004609.443236729,4727353.109169066,-4275799.158480737,1397957.0935848944,-214650.4399013569,12822.893005512205,0.5,0.052404674216014746
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.0,0.3,28025160.54116963,-79489517.59165762,75894710.03105652,-12302378.78185349,-24485762.35312402,12138257.104568848,4387456.035393849,-5754569.187260109,2131563.8514305945,-362148.6342911418,24098.838632510313,0.5,0.05319973487928725
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.0,0.4,8215816.339668101,-22278076.576106757,19210472.642477274,-838525.6154470014,-6890754.707459726,1367180.4364349276,2863582.758604205,-2164810.915092973,669194.2638266486,-98796.88158544518,5676.571840100545,0.5,0.057200236319058115
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.25,0.1,21807772.887053184,-49410946.18958377,20850046.82988651,29882149.50002118,-27859287.012148224,-1813657.8618070406,10317747.362315819,-3901149.7687559705,89011.84509573746,208044.05821705444,-31193.29509236374,0.5,0.040816267941072
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.25,0.2,78357727.94549392,-221826689.69641203,210730114.9380116,-32844240.0342664,-67047819.73556188,28470459.07570933,18524602.852588996,-19850632.99540794,7230798.419300321,-1240799.080966336,84335.72462939151,0.5,0.04482842052271572
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.25,0.3,36002713.10791484,-96931091.15145291,84985239.93877564,-8936425.043650595,-24143420.98014427,4260532.355727656,10869143.16395551,-7737236.92090929,2225774.4502355615,-291543.6975517721,13271.297877113915,0.5,0.0455052171322609
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.25,0.4,55647893.01056626,-155267139.55855876,141931421.9934041,-12669588.232851183,-54849913.93113854,22182505.357582837,13625849.667073447,-14631045.76423207,5306225.521238978,-906779.0164980978,61407.058264819716,0.5,0.04927643579802164
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.5,0.1,11725218.211801184,-37157064.11704143,-7703649.219595414,111358140.86826381,-121162755.45294309,34182479.48095388,23734901.09862147,-22361932.473994937,7479643.555764901,-1160672.2314331962,68440.95950021183,0.5,0.03567648437593535
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.5,0.2,158327447.05183098,-423690918.3222491,355621573.39429003,2553.087562476995,-135041647.72611937,5683264.021327639,85458532.21034361,-62202799.663300216,20356815.838862486,-3313269.313057128,217794.25604541693,0.5,0.0390211248899968
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.5,0.3,171756447.95634013,-489162296.95954674,479366305.29777336,-101522140.48925826,-131921813.02434753,72853159.1238058,22298139.519668635,-32732420.613349833,12545456.488121286,-2190398.983258216,149662.39189084858,0.5,0.040879969600951235
0.98,expected,0.01,False,False,100,100,normal,0.3,2.0,2.0,1.5,0.4,39701926.87849491,-108603534.59711275,94007241.12640056,211882.51439734397,-45881634.45421473,21177030.45468588,4444446.236714402,-6782495.517430719,2346372.388042886,-352701.14446228824,19392.69853100309,0.5,0.04371571281160523
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.5,0.1,148628.61182549535,-37737.51310083069,-826032.7226547244,1274949.5899494546,-401226.3212781496,-574001.4150471106,649091.4204058917,-293425.9282198236,68939.24179861632,-8206.463871850225,385.03911809747933,0.5,0.07663369378302838
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.5,0.2,213842.71839491272,-445586.08815987,81971.19774676286,396964.41791029944,-214838.21843562578,-185135.9765259192,236211.49546168844,-99992.19837926026,19500.551709470416,-1527.450163151981,11.720749576788702,0.5,0.0790904694222179
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.5,0.3,380293.71852447547,-745080.6827520527,-40590.98613081999,963509.7233189886,-452367.2884371726,-535019.8626984677,695602.5323835063,-338138.5650955442,84425.33261217024,-10689.794297735156,538.460705907221,0.5,0.07836302741305198
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.5,0.4,362818.14030101564,-752335.7587427872,18838.478685058944,1059305.1286819177,-872018.7510298742,-248.00542347246784,338249.0642357367,-198882.35426361454,52782.72155534051,-6839.751320065117,347.79004107544387,0.5,0.07768605784275559
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.75,0.1,5479050.791537748,-15122855.442960788,13362569.46743139,-830297.4605672298,-4688641.378818583,869011.4833767205,2188879.7928365516,-1685117.2213752538,541889.0698752147,-84632.6946099574,5263.724726647511,0.5,0.0647501252653852
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.75,0.2,2763407.848225569,-7270761.247034553,5644568.824954964,761119.4338596809,-2670752.5474671265,20226.175836523627,1529063.7610109842,-1022808.3022148913,308697.02187297423,-46069.660433680496,2756.2417841051783,0.5,0.06665302081189346
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.75,0.3,1204618.6072282873,-1837387.9134048652,-1976686.534546603,5923039.973977127,-3910627.575558241,-528699.538526565,2029732.775530528,-1176546.112731979,329506.4301416275,-46722.96317782472,2686.1656706076833,0.5,0.0663899843786058
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,0.75,0.4,1642395.8834177332,-4167670.7995872023,2906794.84856096,849265.7671150597,-1611259.8961134949,-73281.69426466453,841017.3770524015,-485164.289239862,122143.15286697955,-13887.908540463382,508.62899704774503,0.5,0.06611658832877287
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.0,0.1,15916318.691886548,-44542833.07467367,41162035.57005136,-5170026.188466792,-13296687.406106012,4385424.241568397,4667088.557487925,-4239555.838160267,1455777.3267805306,-239032.73699850534,15602.977392953126,0.5,0.05507622070220132
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.0,0.2,21724709.427282825,-61362736.96537776,57859227.119226284,-9160280.820523964,-16525664.061703391,4902841.96188198,7077251.2671303125,-6142118.41916569,2097800.903593214,-344735.10585690156,22546.625600199553,0.5,0.055640288374425674
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.0,0.3,14407679.360734852,-40245906.80775753,37133605.928619795,-5038473.153590847,-10716562.13169481,2205979.126033203,5516576.184561265,-4403829.6816827785,1466214.4826401223,-237914.4130919458,15458.031155615963,0.5,0.05632731595469314
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.0,0.4,8676943.58248956,-23309047.319585185,19551860.99044564,-36329.48243210033,-7294401.155219468,473446.1284320163,4154651.0805245903,-2935012.9570775433,916566.9875585033,-140914.44420006895,8674.511280037606,0.5,0.056299954250966844
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.25,0.1,39606161.962680385,-111859151.46499684,106791697.80559047,-19207124.353029497,-30005703.32614809,12384470.08033579,8993344.028657826,-9119610.074031273,3219207.7628429923,-534960.4485571554,35075.79529260393,0.5,0.04823436175852779
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.25,0.2,46692663.54043439,-130989827.83927768,124116761.83984336,-21605886.537726346,-35728729.19951671,15677508.65710406,9004793.654153889,-9673310.754852073,3410886.9409420695,-559394.216182084,35893.15762969985,0.5,0.048773977903557766
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.25,0.3,23821478.19263135,-64928497.863531895,56205514.62089335,-543024.9475975758,-25692381.807649992,10249573.589620575,4797262.142616661,-5273479.115212268,1827698.3875956507,-292962.1316076777,18304.716231221602,0.5,0.04887705002868637
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.25,0.4,20547745.534061026,-55927097.41063332,48469124.15433993,-1065907.6792447597,-20794742.764136627,7345828.770604216,5109357.8095218185,-4945132.891059813,1676957.7446489828,-267216.63561314606,16705.43604548748,0.5,0.05038615678322677
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.5,0.1,168839012.60567167,-479678679.38148665,466043323.1396698,-90435559.97130454,-138854072.17884833,77002714.11040491,19930908.6733444,-31689997.601383273,12243625.904289996,-2140043.347619059,145989.31204379848,0.5,0.0425064206519042
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.5,0.2,60253722.75893317,-168728101.45428514,160053950.77411842,-31237454.33742499,-37673032.955580354,10957077.339122737,17167304.927080177,-14339880.287063174,4718084.620492727,-738977.773588504,45275.25789975515,0.5,0.04274143001349259
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.5,0.3,92220227.37879501,-251074750.54875413,221445000.62882736,-14985589.815017678,-81466040.42774293,23979162.247917816,28529077.169787284,-25009657.58869156,8475300.86658679,-1376795.2200805899,88656.53137936207,0.5,0.043270919304461704
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.2,1.5,0.4,149008115.08394518,-439804143.1053527,462919341.20325196,-146843342.85459778,-74724464.27924736,44962669.1428724,27995924.949259322,-32929958.517185133,12590559.704278281,-2250967.154247971,159250.10099760207,0.5,0.04437199623006196
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.5,0.1,291652.0039611133,-535294.3147095364,-139127.44687862473,857095.1536228919,-395228.68723393715,-414955.7332769123,540990.3050666887,-258896.19552814992,63378.827275038115,-7849.064654801217,385.95877955920844,0.5,0.07697140258633317
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.5,0.2,-352226.7074312279,1790003.1642344825,-3410611.8666298273,2812154.222802449,-274564.45295710216,-1388241.9351971312,1236037.8295048825,-517241.75011559227,119316.73569146077,-14564.416579319826,733.9497504796823,0.5,0.08317035055319824
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.5,0.3,1469452.5167107326,-7185064.087805162,15585081.856600514,-19739676.462032348,16135568.882659093,-8857446.829557732,3285008.9323722846,-805907.9038189367,124022.63105335757,-10703.952724612996,388.4046371913379,0.5,0.0864929132476598
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.5,0.4,-119540.76114211393,582895.6853858337,-1250764.0008389486,1552501.0432734438,-1248312.0582621193,700605.7370707807,-290254.809376649,89537.76899488641,-19126.883776576535,2430.4693170037726,-134.52877400055073,0.5,0.0896944468812157
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.75,0.1,1592488.8226579006,-4083640.430966017,2950526.232137115,701806.5641280558,-1599094.4201392077,88089.11548249007,677810.7009085094,-410037.82251204026,103924.49933725854,-11704.537729033094,414.13072971727667,0.5,0.0656322351320758
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.75,0.2,981734.2507498171,-2501004.0123807993,1771851.2690031603,442238.7142262385,-896114.860348648,-63250.28625395002,478655.8362686622,-264958.3950693609,63511.6889945318,-6692.301123439656,205.8968720751763,0.5,0.06943662917166822
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.75,0.3,598448.8427349766,-1213813.3550502984,123472.59600881487,1251494.460919418,-614329.9071956067,-738063.1808755153,965857.8745821553,-472475.01321550086,118838.68209473013,-15193.942826788301,776.1074326333211,0.5,0.07159820000661724
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,0.75,0.4,126255.85914181235,16906.534411366316,-848229.7857004439,1250222.371906468,-410138.75293749943,-518564.91857541,605391.4293349065,-280111.2658103976,68117.50985193561,-8565.92189356126,438.9072146705365,0.5,0.07485047233555922
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.0,0.1,15605840.760741454,-42705684.088371575,36348616.336339414,2137042.8000835753,-20308840.786068626,8738997.819393596,2949910.1714752074,-3839801.1396930567,1412387.037766614,-239476.99883084995,15973.48312064634,0.5,0.05704585483400354
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.0,0.2,9650434.579197614,-26849478.377786305,24337070.607896637,-2283707.81755998,-8491867.416764341,2591993.741020181,2988866.526094617,-2630001.337244956,888171.6049936903,-143720.56318992833,9246.686497730194,0.5,0.05923581680718033
